,Address,Latitude,Longitude
559,"""126 Rue des Côtes, 78600 Maisons-Laffitte, France""",48.9389238,2.1376286
560,"""101 Rue des Côtes, 78600 Maisons-Laffitte, France""",48.93954190000000,2.1396377
561,"""22 Rue Berthelot, 78500 Sartrouville, France""",48.9389455,2.1540232
562,"""21 Rue Victor Hugo, 78500 Sartrouville, France""",48.9385462,2.1574291
563,"""13 Rue Voltaire, 78500 Sartrouville, France""",48.9389963,2.1710301
564,"""9 Rue des Eaux, 78500 Sartrouville, France""",48.9390276,2.1732728
565,"""170B Rue Robert Villoing, 78500 Sartrouville, France""",48.9390708,2.1871711
566,"""57 Rue Duquesne, 78500 Sartrouville, France""",48.9387957,2.1897254
567,"""34 Rue Denis Papin, 95870 Bezons, France""",48.9394397,2.204417
568,"""14 Rue Denis Papin, 95870 Bezons, France""",48.93913270000000,2.2067481
569,"""11 Rue de Rochefort, 95100 Argenteuil, France""",48.9387525,2.2208066
570,"""37 Rue du Prebuard, 95100 Argenteuil, France""",48.938914,2.2234869
571,"""38 Rue Ferdinand Berthoud, 95100 Argenteuil, France""",48.93879280000000,2.2374497
572,"""9 Rue Ferdinand Berthoud, 95100 Argenteuil, France""",48.9393335,2.2397505
573,"""Quai du Petit Gennevilliers, 92230 Colombes, France""",48.9374604,2.2510546
574,"""92230, Gennevilliers, France""",48.9326847,2.3000941
575,"""11 Route du Port Charbonnier, 92230 Gennevilliers, France""",48.9392682,2.2716548
576,"""9 Route du Port Charbonnier, 92230 Gennevilliers, France""",48.9386172,2.274611
577,"""Mole Central, 92230 Gennevilliers, France""",48.9418117,2.2848609
578,"""92230 Gennevilliers, France""",48.9326847,2.3000941
579,"""A86, 92230 Gennevilliers, France""",48.93543770000000,2.2846395
580,"""Unnamed Road, 92390 Villeneuve-la-Garenne, France""",48.9346952,2.325598
581,"""10 Square Albert Camus, 92390 Villeneuve-la-Garenne, France""",48.93893570000000,2.3245373
582,"""7 Quai du Saule Fleuri, 93450 L'Île-Saint-Denis, France""",48.9393428,2.3367851
583,"""15 Quai de la Marine, 93450 L'Île-Saint-Denis, France""",48.9387273,2.339817
584,"""6 Boulevard Carnot, 93200 Saint-Denis, France""",48.9385913,2.3539839
585,"""100 Rue Gabriel Péri, 93200 Saint-Denis, France""",48.93895820000000,2.3568254
586,"""9 Rue Henri Barbusse, 93200 Saint-Denis, France""",48.9387219,2.3713319
587,"""25 Rue de la Ferme, 93200 Saint-Denis, France""",48.9390846,2.3737996
588,"""N301, 93120 La Courneuve, France""",48.933746,2.3868361
589,"""Cimetière de la Courneuve, 93120 La Courneuve, France""",48.937629,2.404698
590,"""65 Avenue Waldeck Rochet, 93120 La Courneuve, France""",48.9392186,2.405443
591,"""57 Rue de l'Égalité, 93350 Le Bourget, France""",48.9387269,2.4207768
592,"""31 Rue de l'Égalité, 93350 Le Bourget, France""",48.9386911,2.4235988
593,"""153 Avenue Charles Floquet, 93150 Le Blanc-Mesnil, France""",48.9388928,2.4384641
594,"""5 Rue du Parc, 93150 Le Blanc-Mesnil, France""",48.9381223,2.4397586
595,"""71 Avenue Charles Floquet, 93150 Le Blanc-Mesnil, France""",48.9394515,2.4532086
596,"""33 Rue Emile Bident, 93150 Le Blanc-Mesnil, France""",48.9386216,2.4564244
597,"""78 Rue Emile Paladilhe, 93150 Le Blanc-Mesnil, France""",48.9386871,2.4709549
598,"""9 Rue Charcot, 93150 Le Blanc-Mesnil, France""",48.9387628,2.4737384
599,"""61 Rue Louis Coutant, 93600 Aulnay-sous-Bois, France""",48.9388355,2.4875405
600,"""5 Impasse Orleanaise, 93600 Aulnay-sous-Bois, France""",48.9390422,2.4902391
601,"""16 Rue de Saumur, 93600 Aulnay-sous-Bois, France""",48.9392496,2.5044993
602,"""9 Avenue du Maréchal Juin, 93600 Aulnay-sous-Bois, France""",48.9387828,2.506833
603,"""6 Villa des Prés, 93270 Sevran, France""",48.93883820000000,2.5213797
604,"""8 Avenue Henri Dunant, 93270 Sevran, France""",48.938866,2.523047
605,"""33 Avenue Léon Jouhaux, 93270 Sevran, France""",48.9392171,2.535809
606,"""16 Avenue Léon Jouhaux, 93270 Sevran, France""",48.939847,2.539873
607,"""93270 Sevran, France""",48.9380468,2.5262889
608,"""Gare, Villepinte, France""
",48.9397548,2.5632317
609,"""16 Rue Rabelais, 93290 Vaujours, France""",48.9389163,2.5707811
610,"""63 Rue de Flandre, 93290 Tremblay-en-France, France""",48.9392656,2.5744028
611,"""55 Rue de Bordeaux, 93290 Tremblay-en-France, France""",48.9392104,2.5871653
612,"""135 Rue de Berry, 93290 Tremblay-en-France, France""",48.9389699,2.589913
613,"""102 Rue Jean Jaurès, 77270 Villeparisis, France""",48.9389377,2.6046358
614,"""81 Rue Jean Jaurès, 77270 Villeparisis, France""",48.9388893,2.6066677
615,"""6 Rue Joseph Lhoste, 77270 Villeparisis, France""",48.93955160000000,2.6188735
616,"""77270 Villeparisis, France""",48.9460998,2.61764
617,"""40 Allée des Chênes, 77410 Claye-Souilly, France""",48.9390647,2.6375663
618,"""38 Allée des Lilas, 77410 Claye-Souilly, France""",48.9390533,2.6397502
619,"""77410 Claye-Souilly, France""",48.945849,2.68836
620,"""116 Chemin des Processions, 77410 Claye-Souilly, France""",48.9430814,2.6589217
621,"""16 Allée Alfred Nobel, 77410 Claye-Souilly, France""",48.9391573,2.6705495
622,"""2 Square Charles Nicolle, 77410 Claye-Souilly, France""",48.938961,2.673941
623,"""120 Rue du Port, 78955 Carrières-sous-Poissy, France""",48.94779460000000,2.0317427
624,"""8 Rue Yves du Manoir, 78300 Poissy, France""",48.9361536,2.0545021
625,"""7 Rue du Stade, 78300 Poissy, France""",48.9357001,2.0573166
626,"""78100 Saint-Germain-en-Laye, France""",48.9315928,2.0921881
627,"""52 Bis Rue de la Marne, 78600 Le Mesnil-le-Roi, France""",48.9364631,2.1224635
628,"""3 Allée François Premier, 78600 Le Mesnil-le-Roi, France""",48.9361522,2.1239981
629,"""10 Rue de Bellevue, 78600 Le Mesnil-le-Roi, France""",48.9370643,2.1367815
630,"""Rue de Champsfleur, 78600 Le Mesnil-le-Roi, France""",48.9374596,2.1381236
631,"""60 Avenue de la République, 78500 Sartrouville, France""",48.9361617,2.1543537
632,"""12 Allée des Lilas, 78500 Sartrouville, France""",48.9359226,2.1570569
633,"""11 Rue Henri Brisson, 78500 Sartrouville, France""",48.9362656,2.1703799
634,"""206 Avenue Maurice Berteaux, 78500 Sartrouville, France""",48.9359617,2.1739474
635,"""106 Rue des Martyrs de la Résistance, 78800 Houilles, France""",48.936436,2.1869433
636,"""22 Bis Rue de Jemmapes, 78800 Houilles, France""",48.9354352,2.1889657
637,"""16 Rue de la Berthie, 95870 Bezons, France""",48.9365531,2.2049086
638,"""4 Rue Prudence, 95870 Bezons, France""",48.93619440000000,2.2070044
639,"""34 Rue de Barentin, 95100 Argenteuil, France""",48.9360252,2.2208648
640,"""2 Rue Rouget de Lisle, 95100 Argenteuil, France""",48.936305,2.223342
641,"""144 Rue Henri Barbusse, 95100 Argenteuil, France""",48.9358993,2.2374499
642,"""34 Rue Ary Scheffer, 95100 Argenteuil, France""",48.9363904,2.2406629
643,"""169 Avenue d'Argenteuil, 92230 Gennevilliers, France""",48.9362228,2.2535139
644,"""165 Boulevard de Valmy, 92700 Colombes, France""",48.9353633,2.2541231
645,"""49 Route Principale du Port, 92230 Gennevilliers, France""",48.9363428,2.2704573
646,"""Mercieres, 92230 Gennevilliers, France""",48.935717,2.2722949
647,"""5 Rue Léo Hamon, 92230 Gennevilliers, France""",48.9371973,2.2862298
648,"""A86, 92230 Gennevilliers, France""",48.93543770000000,2.2846395
649,"""Les Barbanniers, 92230 Gennevilliers, France""",48.93607,2.303439
650,"""1 Allée des Barbanniers, 92230 Gennevilliers, France""",48.9354072,2.3059863
651,"""33 Avenue du 8 Mai 1945, 92390 Villeneuve-la-Garenne, France""",48.93725850000000,2.3195592
652,"""100 Avenue de Verdun, 92390 Villeneuve-la-Garenne, France""",48.9352793,2.3239737
653,"""47 Avenue Jean Jaurès, 93450 L'Île-Saint-Denis, France""",48.93645130000000,2.3375649
654,"""2 Quai de la Marine, 93450 L'Île-Saint-Denis, France""",48.9362551,2.3405547
655,"""55 Rue de la République, 93200 Saint-Denis, France""",48.9363543,2.3543256
656,"""10 Rue de la République, 93200 Saint-Denis, France""",48.9361511,2.356857
657,"""81 Rue de Strasbourg, 93200 Saint-Denis, France""",48.9365051,2.3702933
658,"""2 Rue du Dr Delafontaine, 93200 Saint-Denis, France""",48.9358977,2.3730295
659,"""53 Avenue Roger Salengro, 93120 La Courneuve, France""",48.9361174,2.3875952
660,"""N301, 93120 La Courneuve, France""",48.933746,2.3868361
661,"""49 Avenue Waldeck Rochet, 93120 La Courneuve, France""",48.93625490000000,2.4030888
662,"""93120 La Courneuve, France""",48.93062580000000,2.4013584
663,"""9 Rue Roger Salengro, 93350 Le Bourget, France""",48.9368208,2.4209985
664,"""37 Rue Marcel Sembat, 93350 Le Bourget, France""",48.93633760000000,2.4235016
665,"""33 Rue Edouard Vaillant, 93350 Le Bourget, France""",48.9358853,2.4366213
666,"""3 Rue du Parc, 93150 Le Blanc-Mesnil, France""",48.93732020000000,2.439057
667,"""24 Rue du Colonel Fabien, 93700 Drancy, France""",48.9222781,2.4625233
668,"""10 Rue Roger Salomon, 93700 Drancy, France""",48.9361392,2.4566398
669,"""25 Rue Augustin Marcos, 93150 Le Blanc-Mesnil, France""",48.9363518,2.4706721
670,"""26 Rue Lamartine, 93150 Le Blanc-Mesnil, France""",48.9360133,2.4732339
671,"""4 Rue Pascal Lecointre, 93600 Aulnay-sous-Bois, France""",48.9360478,2.4873528
672,"""41 Rue Paul Bert, 93600 Aulnay-sous-Bois, France""",48.9362051,2.4899648
673,"""33 Rue Jules Vallès, 93600 Aulnay-sous-Bois, France""",48.9360259,2.5026875
674,"""6 Avenue du Maréchal Juin, 93600 Aulnay-sous-Bois, France""",48.9373494,2.5061326
675,"""32 Rue Danton, 93270 Sevran, France""",48.93608630000000,2.5213634
676,"""13 Rue Gaston Lévy, 93270 Sevran, France""",48.9361777,2.5234607
677,"""Sevran Livry, 93270 Sevran, France""",48.9360525,2.5348337
678,"""4 Allée du Pré Deguin, 93270 Sevran, France""",48.93600230000000,2.5395672
679,"""93270 Sevran, France""",48.9380468,2.5262889
680,"""93420 Villepinte, France""",48.9579323,2.5393855
681,"""4 Rue Ernest Petit, 93410 Vaujours, France""",48.9368594,2.5708557
682,"""155 Rue de Meaux, 93410 Vaujours, France""",48.9356289,2.5729826
683,"""264 Rue de Meaux, 93410 Vaujours, France""",48.9362354,2.5871124
684,"""290 Rue de Meaux, 93410 Vaujours, France""",48.9369401,2.5888076
685,"""16 Rue Racine, 77270 Villeparisis, France""",48.9361622,2.6041244
686,"""8 Rue de la Division Leclerc, 77270 Villeparisis, France""",48.9364091,2.6062741
687,"""25 D105, 77270 Villeparisis, France""",48.9365312,2.6202973
688,"""4 Chemin des Carrières aux Viormes, 77270 Villeparisis, France""",48.93558960000000,2.623842900000000
689,"""82 Allée des Lilas, 77410 Claye-Souilly, France""",48.9361729,2.6381776
690,"""81 Chemin de Chelles, 77410 Claye-Souilly, France""",48.9365349,2.6406535
691,"""77410 Claye-Souilly, France""",48.945849,2.68836
692,"""12 Allée Henri Becquerel, 77410 Claye-Souilly, France""",48.9366614,2.6711567
693,"""20 Allée Henri Becquerel, 77410 Claye-Souilly, France""",48.93691400000000,2.6721559
694,"""54 Rue Beauregard, 78300 Poissy, France""",48.9225108,2.0396155
695,"""78100 Saint-Germain-en-Laye, France""",48.9315928,2.0921881
696,"""N184, 78100 Saint-Germain-en-Laye, France""",48.9437238,2.0951789
697,"""78100 Saint-Germain-en-Laye, France""",48.9315928,2.0921881
698,"""Route de la Grille Royale, 78100 Saint-Germain-en-Laye, France""",48.9226683,2.1043795
699,"""9 Avenue du Val, 78100 Saint-Germain-en-Laye, France""",48.9225441,2.1080027
700,"""2 Rue du Port, 78600 Le Mesnil-le-Roi, France""",48.9243977,2.1210414
701,"""Le Mesnil-le-Roi, France""
",48.924857,2.123343
702,"""200 Chemin de la Butte au Berger, 78360 Montesson, France""",48.9242725,2.1361195
703,"""93 bis Chemin de la Remise du Loup, 78360 Montesson, France""",48.9246142,2.1418139
704,"""Route de Sartrouville, 78360 Montesson, France""",48.91840820000000,2.1534055
705,"""1 Chemin du Fossé Turquant, 78360 Montesson, France""",48.9231531,2.1561645
706,"""112 Rue Vaucanson, 78420 Carrières-sur-Seine, France""",48.9227985,2.1711222
707,"""55 Rue Victor Hugo, 78800 Houilles, France""",48.922386,2.1733293
708,"""26 Rue Gambetta, 78800 Houilles, France""",48.92228980000000,2.1875275
709,"""14 bis Avenue du Maréchal Joffre, 78800 Houilles, France""",48.9217667,2.1901265
710,"""148 Boulevard Jean Jaurès, 78800 Houilles, France""",48.9222668,2.2036496
711,"""43 Rue Daniel Baron, 95870 Bezons, France""",48.92238650000000,2.2071799
712,"""124 Quai Voltaire, 95870 Bezons, France""",48.92280880000000,2.2200787
713,"""92700 Colombes, France""",48.9237226,2.2431251
714,"""49 Rue du Président Salvador Allende, 92700 Colombes, France""",48.9221699,2.2373212
715,"""7 Avenue des Renouillers, 92700 Colombes, France""",48.9237705,2.2400426
716,"""1 Rue de la Liberté, 92700 Colombes, France""",48.9221623,2.2539485
717,"""53 Rue du Maréchal Joffre, 92700 Colombes, France""",48.921825,2.2568735
718,"""Square André Chenier, 122 Rue de l'Abbé Jean Glatz, 92270 Bois-Colombes, France""",48.922456,2.2707294
719,"""10 Avenue du Lieutenant Richard, 92270 Bois-Colombes, France""",48.92249110000000,2.2732313
720,"""9 Rue des Agnettes, 92230 Gennevilliers, France""",48.9221882,2.2877411
721,"""31 Rue du 8 Mai 1945, 92230 Gennevilliers, France""",48.9217665,2.2902619
722,"""79 Avenue Chandon, 92230 Gennevilliers, France""",48.9207624,2.3029528
723,"""63 Rue Henri Vuillemin, 92230 Gennevilliers, France""",48.92178940000000,2.3073445
724,"""4 Rue Alexandre, 92230 Gennevilliers, France""",48.9224876,2.3208054
725,"""19 D20, 92230 Gennevilliers, France""",48.9241491,2.319801
726,"""4 Rue Ampère, 93200 Saint-Denis, France""",48.9218824,2.3387572
727,"""Rue Ampère, 93200 Saint-Denis, France""",48.9226542,2.3400111
728,"""12 Rue Jean-Philippe Rameau, 93210 Saint-Denis, France""",48.9214432,2.3538155
729,"""Cornillon Sud, 93210 Saint-Denis, France""",48.921473,2.3630877
730,"""83 Rue Saint-Denis, 93300 Aubervilliers, France""",48.9218492,2.3699893
731,"""58 Rue Saint-Denis, 93300 Aubervilliers, France""",48.9225015,2.373318
732,"""45 Rue Emile Zola, 93120 La Courneuve, France""",48.92251720000000,2.3878526
733,"""52 Rue Suzanne Masson, 93120 La Courneuve, France""",48.9225713,2.3896919
734,"""70 Rue Anatole France, 93120 La Courneuve, France""",48.9228233,2.4032844
735,"""Danton, 93120 La Courneuve, France""",48.921443,2.4059791
736,"""4 Rue Jules Verne, 93700 Drancy, France""",48.92194180000000,2.4202553
737,"""126 Rue Saint-Stenay, 93700 Drancy, France""",48.9224876,2.4231355
738,"""27 Rue Jean Jacques Rousseau, 93700 Drancy, France""",48.9222571,2.4375258
739,"""34 Rue Raymond Lefèvre, 93700 Drancy, France""",48.9225314,2.440912
740,"""45 Rue Gaston Landry, 93700 Drancy, France""",48.922197,2.4537376
741,"""208 Avenue Henri Barbusse, 93700 Drancy, France""",48.9221969,2.4570849
742,"""9 Avenue Mathilde Emilie, 93150 Le Blanc-Mesnil, France""",48.9223492,2.4706154
743,"""90 Avenue Danielle Casanova, 93150 Le Blanc-Mesnil, France""",48.9223394,2.4735695
744,"""14 Rue de Reims, 93600 Aulnay-sous-Bois, France""",48.9223934,2.4878847
745,"""113 Route de Bondy, 93600 Aulnay-sous-Bois, France""",48.92250380000000,2.489817
746,"""82 Avenue Jean Jaurès, 93600 Aulnay-sous-Bois, France""",48.9223706,2.5036715
747,"""6 Rue Armand Carrel, 93600 Aulnay-sous-Bois, France""",48.9220453,2.5058251
748,"""34 Avenue d'Orléans, 93190 Livry-Gargan, France""",48.92234820000000,2.5208704
749,"""143 Avenue Emile Gérard, 93190 Livry-Gargan, France""",48.9217715,2.5234131
750,"""10 Allée Ginette, 93190 Livry-Gargan, France""",48.9220531,2.5376109
751,"""35 Rue François Villon, 93190 Livry-Gargan, France""",48.9224526,2.5400361
752,"""Chemin de la Glaisière, 93190 Livry-Gargan, France""",48.9211937,2.553449
753,"""Route Stratégique, 93190 Clichy-sous-Bois, France""",48.9195005,2.557159
754,"""8 Route du Bois de Bernouille, 93470 Coubron, France""",48.9181469,2.5732596
755,"""93470 Coubron, France""",48.91625,2.577531
756,"""Courtry, France""
",48.918273,2.603204
757,"""D84, 77181 Courtry, France""",48.9253267,2.6031793
758,"""2 Chemin de l'Arange, 77181 Courtry, France""",48.9205536,2.6079119
759,"""77181 Le Pin, France""",48.91477190000000,2.6306962
760,"""14 Chemin du Bois Mulot, 77181 Le Pin, France""",48.92176920000000,2.6254412
761,"""77181 Le Pin, France""",48.91477190000000,2.6306962
762,"""77410 Villevaudé, France""",48.91117090000000,2.667178
763,"""7 Allée des Favrieux, 77410 Villevaudé, France""",48.9195516,2.6682944
764,"""59 Avenue Anatole France, 78300 Poissy, France""",48.9193512,2.0401752
765,"""78100 Saint-Germain-en-Laye, France""",48.9315928,2.0921881
766,"""Route Forestière des Brancas, 78100 Saint-Germain-en-Laye, France""",48.9215975,2.1053873
767,"""D157, 78100 Saint-Germain-en-Laye, France""",48.92527280000000,2.1196948
768,"""Rue du Tir, 78600 Le Mesnil-le-Roi, France""",48.9463727,2.1328973
769,"""78360 Montesson, France""",48.9256365,2.1422034
770,"""106 Chemin du Mont Royal, 78360 Montesson, France""",48.9183907,2.1386503
771,"""78360 Montesson, France""",48.9256365,2.1422034
772,"""15 Rue des Grands Champs, 78420 Carrières-sur-Seine, France""",48.9214166,2.1714595
773,"""40 Rue de Belfort, 78800 Houilles, France""",48.9188742,2.1748802
774,"""43B Rue Gambetta, 78800 Houilles, France""",48.9195027,2.1877748
775,"""25 Boulevard Jean Jaurès, 78800 Houilles, France""",48.9199525,2.1902338
776,"""5 Rue de l'Alouette, 95870 Bezons, France""",48.9198798,2.2045332
777,"""94 Rue Casimir Périer, 95870 Bezons, France""",48.9193529,2.2067574
778,"""16 Rue des Haras, 92000 Nanterre, France""",48.9189192,2.220666
779,"""92700 Colombes, France""",48.9237226,2.2431251
780,"""96 Rue de Bellevue, 92700 Colombes, France""",48.9195347,2.2369757
781,"""188 B Rue Gabriel Péri, 92700 Colombes, France""",48.9192954,2.2401261
782,"""3 Rue Lazare Carnot, 92700 Colombes, France""",48.919532,2.2546218
783,"""50 Rue des Cerisiers, 92700 Colombes, France""",48.9195489,2.2569469
784,"""79 Rue Charles Chefson, 92270 Bois-Colombes, France""",48.919846,2.271299
785,"""72 Rue Charles Chefson, 92270 Bois-Colombes, France""",48.9193905,2.2730497
786,"""18 Bis Rue Paul Gillet, 92600 Asnières-sur-Seine, France""",48.9196487,2.2874013
787,"""80-96 D19, 92600 Gennevilliers, France""",48.9232155,2.2863599
788,"""1 Allée du Soixante Quatorze, 92230 Gennevilliers, France""",48.91942660000000,2.3041403
789,"""101 D17, 92230 Gennevilliers, France""",48.9213649,2.306496
790,"""9 Quai des Gresillons, 92230 Gennevilliers, France""",48.919484,2.3213489
791,"""15 Boulevard Marcel Paul, 93450 L'Île-Saint-Denis, France""",48.9189743,2.323823
792,"""11 Rue Marcel Cachin, 93400 Saint-Ouen, France""",48.9189292,2.3375973
793,"""22 Boulevard Finot, 93200 Saint-Ouen, France""",48.9192507,2.3393824
794,"""Parc Du Temps Des Cerises, 30 Avenue des Fruitiers, 93210 Saint-Denis, France""",48.9199295,2.3538831
795,"""4 Rue André Campra, 93210 Saint-Denis, France""",48.9196511,2.3560745
796,"""2 Rue de l'Ecluse des Vertus, 93300 Aubervilliers, France""",48.9197406,2.3702943
797,"""100 Rue du Port, 93300 Aubervilliers, France""",48.9196375,2.3734592
798,"""76 Rue de la Courneuve, 93300 Aubervilliers, France""",48.91944670000000,2.3873391
799,"""3 Rue Adrien Huzard, 93300 Aubervilliers, France""",48.9195006,2.3898903
800,"""53 Rue des Prévoyants, 93120 La Courneuve, France""",48.91966560000000,2.4039972
801,"""12 Rue de Normandie, 93120 La Courneuve, France""",48.9196412,2.4068152
802,"""50 Rue Saint-Stenay, 93700 Drancy, France""",48.91915120000000,2.4205069
803,"""60 Rue Saint-Stenay, 93700 Drancy, France""",48.9197997,2.4219456
804,"""4 Rue Louise Michel, 93700 Drancy, France""",48.919455,2.4374109
805,"""12 Rue Louis Delplace, 93700 Drancy, France""",48.92016400000000,2.4411314
806,"""4 Cité de la Muette, 93700 Drancy, France""",48.9198064,2.4545382
807,"""21 Rue Arthur Fontaine, 93700 Drancy, France""",48.91968,2.4558222
808,"""30 Avenue Lejeune, 93700 Drancy, France""",48.9194001,2.4704788
809,"""58 Avenue Alfred Bossu, 93150 Drancy, France""",48.9195271,2.4736139
810,"""261 Avenue de Nonneville, 93600 Aulnay-sous-Bois, France""",48.9195912,2.4874058
811,"""29 Rue de Rome, 93600 Aulnay-sous-Bois, France""",48.9193919,2.4898489
812,"""9 Avenue Elisee Reclus, 93600 Aulnay-sous-Bois, France""",48.9197463,2.5037854
813,"""103 Avenue Pierre Jouhet, 93600 Aulnay-sous-Bois, France""",48.9194958,2.5065686
814,"""120 Avenue Emile Gérard, 93190 Livry-Gargan, France""",48.9193226,2.5211994
815,"""39 B Avenue Paul Bert, 93190 Livry-Gargan, France""",48.9192087,2.5236696
816,"""8 Place François Mitterrand, 93190 Livry-Gargan, France""",48.9195432,2.5375392
817,"""7 Rue Jules Vallès, 93190 Livry-Gargan, France""",48.919335,2.539603
818,"""Chemin de la Glaisière, 93190 Livry-Gargan, France""",48.9211937,2.553449
819,"""26 Chemin de Clichy, 93190 Livry-Gargan, France""",48.9176803,2.5557404
820,"""Sentier de Derriereles Jardins, 93470 Coubron, France""",48.9192313,2.5717056
821,"""Route du Bois de Bernouille, 93470 Coubron, France""",48.9217232,2.572464
822,"""93470 Coubron, France""",48.91625,2.577531
823,"""Courtry, France""
",48.918273,2.603204
824,"""59 Route de Villeparisis, 77181 Courtry, France""",48.9194468,2.6034457
825,"""54 Rue du Général Leclerc, 77181 Courtry, France""",48.91824280000000,2.6062515
826,"""Sentier des Roses, 77181 Le Pin, France""",48.9174709,2.6244338
827,"""10 Chemin du Bois Mulot, 77181 Le Pin, France""",48.9196355,2.6264879
828,"""77181 Le Pin, France""",48.91477190000000,2.6306962
829,"""18bis Grande Rue, 77410 Villevaudé, France""",48.9175193,2.6520651
830,"""26 Rue du Lavoir, 77410 Villevaudé, France""",48.9180327,2.65957
831,"""7 Allée des Favrieux, 77410 Villevaudé, France""",48.9195516,2.6682944
832,"""Allée des Favrieux, 77410 Villevaudé, France""",48.91955,2.6685463
833,"""36 Grande Rue, 78240 Chambourcy, France""",48.90556360000000,2.039599
834,"""Les champs d'Hennemont, N13, 78240 Chambourcy, France""",48.8981727,2.0617655
835,"""4 Allée de Pomone, 78100 Saint-Germain-en-Laye, France""",48.9049517,2.0554052
836,"""10 Avenue de Winchester, 78100 Saint-Germain-en-Laye, France""",48.9047194,2.0725636
837,"""6 Rue Henri Dunant, 78100 Saint-Germain-en-Laye, France""",48.9059272,2.073351
838,"""10 Rue Quinault, 78100 Saint-Germain-en-Laye, France""",48.9053962,2.0871232
839,"""14 bis Rue du Parc de Noailles, 78100 Saint-Germain-en-Laye, France""",48.9049191,2.0899462
840,"""19 Allée des Vignes, 78230 Le Pecq, France""",48.9051759,2.1040637
841,"""70 Rue des Prairies, 78230 Le Pecq, France""",48.9055681,2.1068401
842,"""28 Rue Franklin Roosevelt, 78360 Montesson, France""",48.9056844,2.1206584
843,"""48 Avenue Kléber, 78110 Le Vésinet, France""",48.9053457,2.1235182
844,"""47 Rue des Sablons, 78400 Chatou, France""",48.9058773,2.1374135
845,"""12 Rue des Guipières, 78400 Chatou, France""",48.9061578,2.1402216
846,"""17 Rue Faullain de Banville, 78360 Montesson, France""",48.9054977,2.1537591
847,"""9 Avenue de l'Europe, 78400 Chatou, France""",48.90545770000000,2.1567544
848,"""41 Route de Chatou, 78420 Carrières-sur-Seine, France""",48.9057596,2.1713984
849,"""34 Rue Victor Hugo, 78420 Carrières-sur-Seine, France""",48.9053933,2.1730779
850,"""9 Av. Kleber, 92000 Nanterre, France""",48.9036197,2.189803
851,"""173 Avenue de la Commune de Paris, 92000 Nanterre, France""",48.903953,2.2051183
852,"""133 Avenue de la Commune de Paris, 92000 Nanterre, France""",48.90519220000000,2.2071655
853,"""11 Rue Noël Pons, 92000 Nanterre, France""",48.9055748,2.2216602
854,"""35 Rue Noël Pons, 92000 Nanterre, France""",48.906458,2.2243628
855,"""2 Place du 11 Novembre 1918, 92250 La Garenne-Colombes, France""",48.90554910000000,2.2373328
856,"""97 Rue Sartoris, 92250 La Garenne-Colombes, France""",48.9059009,2.2400239
857,"""12 Boulevard de la République, 92250 La Garenne-Colombes, France""",48.90574670000000,2.2542288
858,"""88 Avenue de l'Europe, 92250 La Garenne-Colombes, France""",48.9058131,2.2568741
859,"""8 Rue Jean Moulin, 92400 Courbevoie, France""",48.9055814,2.2705235
860,"""82 Rue du 22 Septembre, 92400 Courbevoie, France""",48.9055696,2.2736587
861,"""6 Grande Rue Charles de Gaulle, 92600 Asnières-sur-Seine, France""",48.9055712,2.2873966
862,"""3 Rue Gallieni, 92600 Asnières-sur-Seine, France""",48.9061466,2.2892363
863,"""114 Rue Martre, 92110 Clichy, France""",48.9056294,2.303959
864,"""35 Rue du Landy, 92110 Clichy, France""",48.9057808,2.3069503
865,"""9 Rue Dulcie September, 93400 Saint-Ouen, France""",48.9054839,2.3206547
866,"""Saint-Ouen RER, 129 Boulevard Victor Hugo, 93400 Saint-Ouen, France""",48.90551260000000,2.3232425
867,"""45 Rue Blanqui, 93400 Saint-Ouen, France""",48.9054904,2.3376165
868,"""23 Rue Pierre Curie, 93400 Saint-Ouen, France""",48.90530440000000,2.340478
869,"""13 Impasse Trezel, 93210 Saint-Denis, France""",48.9062041,2.356429700000000
870,"""242 Rue de la Haie Coq, 93300 Aubervilliers, France""",48.9053431,2.3709629
871,"""83 Avenue Victor Hugo, 93300 Aubervilliers, France""",48.90580430000000,2.3738447
872,"""65 Rue des Cités, 93300 Aubervilliers, France""",48.9060561,2.387286
873,"""97B Avenue de la République, 93300 Aubervilliers, France""",48.90582500000000,2.3902539
874,"""93500 Pantin, France""",48.8977492,2.4070294
875,"""54 Avenue Henri Barbusse, 93000 Bobigny, France""",48.90562,2.4220445
876,"""117 Rue Henri Gautier, 93000 Bobigny, France""",48.9058332,2.4236416
877,"""29 Rue des Marais, 93000 Bobigny, France""",48.9058552,2.4377934
878,"""51 Rue Miriam Makeba, 93000 Bobigny, France""",48.905774,2.4401188
879,"""26 Rue Hector Berlioz, 93000 Bobigny, France""",48.9055696,2.4541109
880,"""302 Avenue Paul Vaillant Couturier, 93000 Bobigny, France""",48.9060694,2.4566128
881,"""14 Chemin de Groslay, 93000 Bobigny, France""",48.9061671,2.4709371
882,"""35 N3, 93140 Bondy, France""",48.9064344,2.4847631
883,"""41 Avenue Pasteur, 93140 Bondy, France""",48.9056455,2.4867508
884,"""8 Avenue de Verdun, 93140 Bondy, France""",48.90495630000000,2.4900277
885,"""58 Allée Emile Zola, 93320 Les Pavillons-sous-Bois, France""",48.9054585,2.5046062
886,"""11 Allée Jules Auffret, 93320 Les Pavillons-sous-Bois, France""",48.9054663,2.5067393
