CAR_ID,MODEL,PRICE,DISTANCE,SCRAPED_DATE,STARTING_DATE,CAR_DETAIL
680342,Peugeot 208 WAGRAM - 1.2 VTi 82 12V S&S 83 cv,112€,"2,98km",2020-06-05 17:40:11.401219,2020-06-06,/cars/680342/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
680344,Peugeot 208,112€,"2,98km",2020-06-05 17:40:11.401219,2020-06-06,/cars/680344/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
470538,Fiat 500 Bianco,81€,"3,08km",2020-06-05 17:40:11.401219,2020-06-06,/cars/470538/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
574406,Citroen C3,66€,"3,08km",2020-06-05 17:40:11.401219,2020-06-06,/cars/574406/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
659161,"Toyota Yaris Hybride Boîte Auto (Clim, GPS, Camera de recul, ...) #ce",132€,"3,22km",2020-06-05 17:40:11.401219,2020-06-06,/cars/659161/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
489829,Volkswagen Polo 1.0 trendline clim citadine parfaite,58€,"3,68km",2020-06-05 17:40:11.401219,2020-06-06,/cars/489829/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
450209,Renault Twingo Sport Toit ouvrant,56€,"3,74km",2020-06-05 17:40:11.401219,2020-06-06,/cars/450209/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
563084,Renault Clio IV BUSINESS - LA DEFENSE METRO/RER - PUTEAUX TRAM T2 - NANTERRE,60€,"3,76km",2020-06-05 17:40:11.401219,2020-06-06,/cars/563084/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
337260,Smart Fortwo Coupé faible conso.,58€,"4,16km",2020-06-05 17:40:11.401219,2020-06-06,/cars/337260/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
203900,"Renault Twingo TREND (clim, vitres électriques, commandes au volant...) Beaugrenelle",50€,"4,37km",2020-06-05 17:40:11.401219,2020-06-06,/cars/203900/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
326267,"Toyota Aygo 2 x-play (clim, USB, Bluetooth...) Beaugrenelle",50€,"4,37km",2020-06-05 17:40:11.416858,2020-06-06,/cars/326267/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
689784,Peugeot 2008,89€,"4,53km",2020-06-05 17:40:17.396211,2020-06-06,/cars/689784/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
600728,Nissan Juke,49€,"4,71km",2020-06-05 17:40:17.396211,2020-06-06,/cars/600728/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
655999,Fiat 500 C Finition S,83€,"4,76km",2020-06-05 17:40:17.396211,2020-06-06,/cars/655999/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
635659,Renault Twingo,94€,"4,82km",2020-06-05 17:40:17.396211,2020-06-06,/cars/635659/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
605490,Renault Clio F281SJ,112€,"4,83km",2020-06-05 17:40:17.396211,2020-06-06,/cars/605490/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
680348,Citroen C3 809 - MONTMARTRE,112€,"4,83km",2020-06-05 17:40:17.396211,2020-06-06,/cars/680348/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
680341,Peugeot 208 CLICHY MONTMARTRE - 1.2 VTi 82 12V S&S 83 cv,112€,"4,83km",2020-06-05 17:40:17.396211,2020-06-06,/cars/680341/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
378038,"Smart Fortwo Coupé Pure (clim, vitres électriques, USB, Bluetooth, aide au démarrage en côte, sièges cuir)",53€,"4,86km",2020-06-05 17:40:17.396211,2020-06-06,/cars/378038/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
676461,Renault Clio 3 - 75018,101€,"4,93km",2020-06-05 17:40:17.396211,2020-06-06,/cars/676461/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
611773,Renault Clio IV,61€,"4,99km",2020-06-05 17:40:17.411833,2020-06-06,/cars/611773/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
659895,Mini Clubman Exquisite,139€,"4,91km",2020-06-05 17:40:17.411833,2020-06-06,/cars/659895/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
457976,Renault Twingo 1.2 75 AUTHENTIQUE 16 V,55€,"4,99km",2020-06-05 17:40:17.411833,2020-06-06,/cars/457976/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
469000,Renault Clio IV 1.5 DCI 90 ENERGY ZEN ECO2,62€,"5,13km",2020-06-05 17:40:17.411833,2020-06-06,/cars/469000/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
478983,"Renault Clio TCe rouge (clim, régulateur, bluetooth, ...) #bs",137€,"5,2km",2020-06-05 17:40:17.411833,2020-06-06,/cars/478983/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
641517,Smart Fortwo Coupé,52€,"5,23km",2020-06-05 17:40:17.411833,2020-06-06,/cars/641517/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
594594,Smart Fortwo Coupé,55€,"5,23km",2020-06-05 17:40:17.411833,2020-06-06,/cars/594594/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
676460,Renault Clio 1.6 BVA 110CV GPS/Bluetouth XV de France,101€,"5,29km",2020-06-05 17:40:17.411833,2020-06-06,/cars/676460/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
314167,"Renault Grand Scénic 7 places, GPS. Parking facile. English Spoken. Hablo español.",71€,"5,24km",2020-06-05 17:40:17.411833,2020-06-06,/cars/314167/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
421072,Renault Clio 1.2L essence,55€,"5,39km",2020-06-05 17:40:17.411833,2020-06-06,/cars/421072/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
407607,Renault Grand Scénic 1.5  DIESEL ENERGY AUTHENTIQUE 7PL,67€,"5,39km",2020-06-05 17:40:17.411833,2020-06-06,/cars/407607/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
434238,Peugeot 208 (469) Signature Pure tech 82ch radio clim bluetooth carplay,65€,"5,33km",2020-06-05 17:40:22.335387,2020-06-06,/cars/434238/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
470187,Renault Espace 7 PLACES DIESEL DCI 130 ENERGY LIFE,85€,"5,49km",2020-06-05 17:40:22.336386,2020-06-06,/cars/470187/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
680362,Peugeot 208 901 - MONTMARTE,112€,"4,83km",2020-06-05 17:40:22.337409,2020-06-06,/cars/680362/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
568374,"Toyota Verso 7 places 112 D-4D FAP DYNAMIC (GARE DU VAL D'OR, SAINT CLOUD)",74€,"5,46km",2020-06-05 17:40:22.338409,2020-06-06,/cars/568374/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
483363,Renault Twingo II Pépite,91€,"5,65km",2020-06-05 17:40:22.338409,2020-06-06,/cars/483363/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
421133,Renault Scénic (noire),69€,"5,68km",2020-06-05 17:40:22.339408,2020-06-06,/cars/421133/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
554725,Volkswagen Polo,67€,"5,69km",2020-06-05 17:40:22.340386,2020-06-06,/cars/554725/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
358415,Renault Clio 1.5 dci gps DH133AL,111€,"5,83km",2020-06-05 17:40:22.341408,2020-06-06,/cars/358415/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
390247,"Peugeot 208 Boite Auto (Clim, Regulateur,...) #bj",126€,"5,87km",2020-06-05 17:40:22.342409,2020-06-06,/cars/390247/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
166534,Dacia Logan MCV 2 Prestige II MCV 0.9 TCE 90 ECO2 PRESTIGE EURO6,61€,"6,15km",2020-06-05 17:40:22.342409,2020-06-06,/cars/166534/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
397865,Renault Clio (bleue),62€,"6,18km",2020-06-05 17:40:22.343410,2020-06-06,/cars/397865/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
431780,"Peugeot 5008 1.6 e-HDi 115ch BoîteAuto (Clim, GPS, Cuir, USB, ...) #bn",128€,"6,19km",2020-06-05 17:40:22.344386,2020-06-06,/cars/431780/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
397509,Toyota Aygo BLEU essence,50€,"6,21km",2020-06-05 17:40:22.345408,2020-06-06,/cars/397509/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
524564,Renault Twingo,58€,"6,22km",2020-06-05 17:40:22.346387,2020-06-06,/cars/524564/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
285947,Nissan Micra 231 - 5 Portes avec Climatisation & Bluetooth + Place de parking,102€,"6,31km",2020-06-05 17:40:22.347394,2020-06-06,/cars/285947/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
285941,Nissan Micra 150 - 5 Portes avec Climatisation + GPS + Radars + Bluetooth + Place de parking gratuite,112€,"6,31km",2020-06-05 17:40:22.348395,2020-06-06,/cars/285941/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
286272,Nissan Micra 363 - 5 Portes avec Climatisation & Bluetooth + Place de parking à Paris Gare du Nord,102€,"6,31km",2020-06-05 17:40:22.348395,2020-06-06,/cars/286272/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
390674,"Peugeot 208 Boite Auto (Clim, Régulateur, ...) #bk",126€,"6,46km",2020-06-05 17:40:22.349410,2020-06-06,/cars/390674/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
591014,Fiat 500 COMICS -,83€,"6,44km",2020-06-05 17:40:22.350409,2020-06-06,/cars/591014/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
570271,"Fiat 500 1l2 Lounge (Clim, USB, Bluetooth,...) #cb",102€,"6,52km",2020-06-05 17:40:22.351401,2020-06-06,/cars/570271/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
570267,"Peugeot 2008 Boite Auto, Diesel version Business (Clim, Bluetooth, GPS, USB, Régulateur, ...)  #ca",125€,"6,52km",2020-06-05 17:40:28.077185,2020-06-06,/cars/570267/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
658168,Renault Clio GT-Line,65€,"6,6km",2020-06-05 17:40:28.077185,2020-06-06,/cars/658168/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
564606,Peugeot 208 FK482PP,112€,"6,72km",2020-06-05 17:40:28.077185,2020-06-06,/cars/564606/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
564600,Renault Clio FK814PR,112€,"6,72km",2020-06-05 17:40:28.077185,2020-06-06,/cars/564600/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
604746,Citroen C3 FD700RK,112€,"6,72km",2020-06-05 17:40:28.077185,2020-06-06,/cars/604746/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
605487,Renault Clio FF911SH,112€,"6,72km",2020-06-05 17:40:28.077185,2020-06-06,/cars/605487/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
285938,Citroen C4 Grand Picasso 7 Places Boite Auto avec Clim + Bluetooth + Place de parking à Paris Gare du Nord,133€,"6,72km",2020-06-05 17:40:28.092822,2020-06-06,/cars/285938/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
337587,Renault Clio IV 698 - Clim + GPS + Bluetooth + Place de parking à Paris Gare du Nord,111€,"6,73km",2020-06-05 17:40:28.092822,2020-06-06,/cars/337587/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
281319,"Fiat 500 1L2 Lounge (clim, radar recul, Bluetooth,...) BOULOGNE - MARCEL SEMBAT #ai",103€,"6,75km",2020-06-05 17:40:28.092822,2020-06-06,/cars/281319/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
624324,Renault Clio,65€,"6,83km",2020-06-05 17:40:28.092822,2020-06-06,/cars/624324/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
554637,"Renault Clio (277) Zen TCE 90Ch Radio, Clim, Bluetooth, Navigation",65€,"6,83km",2020-06-05 17:40:28.092822,2020-06-06,/cars/554637/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
286277,Nissan Pulsar 1.5 DCI : 5 portes + Climatisation + Bluetooth + Place de parking réservée à Gare du Nord,113€,"6,72km",2020-06-05 17:40:28.092822,2020-06-06,/cars/286277/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
452709,Peugeot 208 (966) Signature Pure tech 82ch radio clim bluetooth carplay,65€,"6,83km",2020-06-05 17:40:28.092822,2020-06-06,/cars/452709/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
483358,Fiat 500 Bleue GPS,92€,"7,06km",2020-06-05 17:40:28.092822,2020-06-06,/cars/483358/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
483356,"Fiat 500 Clim, Bluetooth, USB, Toit panoramique, Stabilisateur, ABS",92€,"7,06km",2020-06-05 17:40:28.092822,2020-06-06,/cars/483356/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
657594,Renault Clio GPS - Clim - Rég. Vitesse,71€,"7,17km",2020-06-05 17:40:28.092822,2020-06-06,/cars/657594/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
512111,Fiat 500,63€,"7,15km",2020-06-05 17:40:28.092822,2020-06-06,/cars/512111/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
379718,Renault Clio 4 - Issy hyper centre,91€,"7,2km",2020-06-05 17:40:28.092822,2020-06-06,/cars/379718/preview?distance=200&duration=Pour+1+jour&ends_at=2020-06-07+00%3A00%3A00+%2B0200&pick_cta=true&price_placeholder=true&searched_address%5Blatitude%5D=48.8949&searched_address%5Blongitude%5D=2.2658&starts_at=2020-06-06+00%3A00%3A00+%2B0200
